Timestamp,InvoiceID,Customer,Items,Total,PaymentMode,Bill Link,Click Me,User
4/9/2026 16:09:14,BILL-090426-160914,rajpipla range S.F Narmada ,"[{""id"":1195,""cpts"":[{""qty"":500,""no"":""588""}],""name"":""Wrightia arborea - દુધલો, કુડો(15 x 25)"",""price"":4,""nursery"":""Rajpipla"",""quantity"":500},{""price"":4,""nursery"":""Rajpipla"",""quantity"":500,""id"":1150,""cpts"":[{""qty"":500,""no"":""564""}],""name"":""Schleichera oleosa - કુસુમ(15 x 25)""},{""price"":4,""nursery"":""Rajpipla"",""quantity"":500,""id"":1129,""cpts"":[{""qty"":500,""no"":""1292""}],""name"":""Mitragyna parvifolia - કલમ(15 x 25)""},{""nursery"":""Rajpipla"",""quantity"":1000,""price"":4,""cpts"":[{""qty"":1000,""no"":""405""}],""name"":""Pongamia pinnata - કરંજ(15 x 25)"",""id"":1137},{""cpts"":[{""qty"":500,""no"":""1077""}],""name"":""Miliusa tomentosa - ઉંભ(15 x 25)"",""id"":1126,""quantity"":500,""nursery"":""Rajpipla"",""price"":4}]",12000,Forest Department,https://drive.google.com/file/d/1FVqZwnd0witBOxJT3jpW6VtRhlMDWSRk/view?usp=drivesdk,View Bill,rfo-rajpipla
4/9/2026 16:20:42,BILL-090426-162042,Rajpipla Range S.F Narmada ,"[{""id"":1129,""price"":4,""cpts"":[{""no"":""302"",""qty"":1000}],""quantity"":1000,""name"":""Mitragyna parvifolia - કલમ(15 x 25)"",""nursery"":""Motiya""},{""id"":1018,""quantity"":1000,""cpts"":[{""qty"":1000,""no"":""651""}],""price"":4,""name"":""Albizia procera - કિલાઈ(15 x 25)"",""nursery"":""Motiya""},{""id"":1062,""price"":4,""quantity"":200,""cpts"":[{""qty"":200,""no"":""480""}],""name"":""Dalbergia paniculata - પતરાળી(15 x 25)"",""nursery"":""Motiya""},{""id"":1142,""price"":4,""quantity"":200,""cpts"":[{""qty"":200,""no"":""1461""}],""name"":""Randia uliginosa - ગેન્ગડા, ગોગદી(15 x 25)"",""nursery"":""Motiya""},{""name"":""Crateva adansonii - વાયવરણો(15 x 25)"",""nursery"":""Motiya"",""id"":1058,""price"":4,""quantity"":100,""cpts"":[{""no"":""1357"",""qty"":100}]},{""quantity"":1000,""cpts"":[{""no"":""707"",""qty"":1000}],""price"":4,""id"":1118,""nursery"":""Motiya"",""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)""},{""nursery"":""Motiya"",""name"":""Pterocarpus santalinus - રકતચંદન(15 x 25)"",""price"":4,""cpts"":[{""no"":""669"",""qty"":1000}],""quantity"":1000,""id"":1139},{""name"":""Petrocarpus marsupium - બીયો(15 x 25)"",""nursery"":""Motiya"",""id"":1134,""price"":4,""cpts"":[{""no"":""435"",""qty"":1000}],""quantity"":1000},{""cpts"":[{""qty"":1000,""no"":""519""}],""quantity"":1000,""price"":4,""id"":1150,""nursery"":""Motiya"",""name"":""Schleichera oleosa - કુસુમ(15 x 25)""}]",26000,Forest Department,https://drive.google.com/file/d/16-r0yR2cvKOvRvlAOHLWcy52sG4kbNhj/view?usp=drivesdk,View Bill,rfo-rajpipla
4/10/2026 16:33:07,BILL-100426-163306,Rajpipla Range S.F Narmada ,"[{""name"":""Anacardium occidentale - કાજુ(15 x 25)"",""nursery"":""Motiya"",""price"":4,""quantity"":1000,""id"":1019,""cpts"":[{""no"":""705"",""qty"":1000}]},{""name"":""Bauhinia malabarica - ચામોલી(15 x 25)"",""nursery"":""Motiya"",""quantity"":1000,""price"":4,""cpts"":[{""no"":""580"",""qty"":1000}],""id"":1028},{""quantity"":1000,""price"":4,""nursery"":""Motiya"",""name"":""Terminalia arjuna - અર્જુન(15 x 25)"",""cpts"":[{""qty"":1000,""no"":""690""}],""id"":1181},{""id"":1068,""cpts"":[{""qty"":1000,""no"":""767""}],""name"":""Diospyros chlororylon - નિનાઈ(15 x 25)"",""price"":4,""quantity"":1000,""nursery"":""Motiya""},{""cpts"":[{""no"":""382"",""qty"":1000}],""id"":1048,""name"":""Casearia graveolens - કીરમીરા(15 x 25)"",""nursery"":""Motiya"",""quantity"":1000,""price"":4},{""cpts"":[{""no"":""0"",""qty"":500}],""id"":1144,""nursery"":""Motiya"",""quantity"":500,""price"":4,""name"":""Salvadora persica - પીલુ-ખારી(15 x 25)""},{""cpts"":[{""no"":""212"",""qty"":500}],""id"":1038,""quantity"":500,""price"":4,""nursery"":""Motiya"",""name"":""Bridelia retusa - આસન(15 x 25)""},{""cpts"":[{""qty"":500,""no"":""0""}],""id"":1076,""quantity"":500,""price"":4,""nursery"":""Motiya"",""name"":""Ehretia aspera - તંબોળીયો(15 x 25)""}]",26000,Forest Department,https://drive.google.com/file/d/1eCWs88frouAMOqoLoP11ppnPDAIBPrt7/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 15:24:52,BILL-150426-152451,samajik vanikaran  kapadvanj  nadiyad,"[{""nursery"":""Rajpipla"",""id"":1159,""cpts"":[{""qty"":100,""no"":""1586""}],""quantity"":100,""name"":""Spondias pinnata - ખાટો અંબાડો(15 x 25)"",""price"":4},{""quantity"":100,""price"":4,""name"":""Stereospermum chelonoides - પાટલા(15 x 25)"",""cpts"":[{""qty"":100,""no"":""511""}],""id"":1170,""nursery"":""Rajpipla""},{""nursery"":""Rajpipla"",""id"":1175,""cpts"":[{""qty"":200,""no"":""559""}],""quantity"":200,""name"":""Syzygium heyneanum - જલજાંબુ(15 x 25)"",""price"":4},{""price"":4,""name"":""Tecomella undulata - રગતરોહડો(15 x 25)"",""quantity"":100,""id"":1178,""cpts"":[{""qty"":100,""no"":""143""}],""nursery"":""Rajpipla""},{""name"":""Terminalia chebula - હરડે(15 x 25)"",""price"":4,""quantity"":100,""nursery"":""Rajpipla"",""id"":1184,""cpts"":[{""qty"":100,""no"":""1""}]},{""cpts"":[{""qty"":100,""no"":""678""}],""id"":1196,""nursery"":""Rajpipla"",""price"":4,""name"":""Wrightia tinctoria - નાની કુડી(15 x 25)"",""quantity"":100},{""price"":4,""name"":""Schrebera swietenioides - મોખો(15 x 25)"",""quantity"":100,""cpts"":[{""qty"":100,""no"":""1538""}],""id"":1152,""nursery"":""Rajpipla""},{""nursery"":""Rajpipla"",""id"":1030,""cpts"":[{""qty"":100,""no"":""631""}],""name"":""Bauhinia purpurea - કંચનાર(15 x 25)"",""price"":4,""quantity"":100},{""cpts"":[{""qty"":100,""no"":""1241""}],""id"":1118,""nursery"":""Rajpipla"",""price"":4,""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)"",""quantity"":100},{""price"":4,""name"":""Careya arborea - કુંભ(15 x 25)"",""quantity"":100,""cpts"":[{""qty"":100,""no"":""1438""}],""id"":1045,""nursery"":""Rajpipla""},{""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1612""}],""id"":1192,""quantity"":100,""name"":""Trewia polycarpa - પેટાર, મસાડી(15 x 25)"",""price"":4},{""quantity"":100,""name"":""Sapindus emarginatus - અરીઠી(15 x 25)"",""price"":4,""nursery"":""Rajpipla"",""id"":1146,""cpts"":[{""qty"":100,""no"":""123""}]},{""quantity"":100,""name"":""Holarrhena pubescens - ઈન્દ્રજવ(15 x 25)"",""price"":4,""nursery"":""Rajpipla"",""id"":1100,""cpts"":[{""qty"":100,""no"":""677""}]},{""cpts"":[{""qty"":100,""no"":""1596""}],""id"":1080,""nursery"":""Rajpipla"",""quantity"":100,""price"":4,""name"":""Eriolaena candollei - બોથી(15 x 25)""},{""quantity"":100,""name"":""Ficus arnottiana - ખડકપાયર(15 x 25)"",""price"":4,""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1596""}],""id"":1086},{""nursery"":""Rajpipla"",""id"":1011,""cpts"":[{""qty"":100,""no"":""2103""}],""name"":""Aglaia elaeagnoidea - પથ્થરદેવડી(15 x 25)"",""price"":4,""quantity"":100},{""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1292""}],""id"":1129,""name"":""Mitragyna parvifolia - કલમ(15 x 25)"",""price"":4,""quantity"":100},{""id"":1093,""cpts"":[{""qty"":100,""no"":""536""}],""nursery"":""Rajpipla"",""quantity"":100,""price"":4,""name"":""Gmelina arborea - સેવન(15 x 25)""},{""price"":10,""name"":""Melia dubia - લિંબાળો(15 x 25)"",""quantity"":100,""id"":1125,""cpts"":[{""qty"":100,""no"":""1423""}],""nursery"":""Rajpipla""},{""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""0""}],""id"":1002,""name"":""Acacia farnesiana - તલ બાવળ(15 x 25)"",""price"":4,""quantity"":100},{""quantity"":100,""name"":""Bauhinia purpurea - કંચનાર(15 x 25)"",""price"":4,""nursery"":""Rajpipla"",""id"":1030,""cpts"":[{""qty"":100,""no"":""630""}]},{""id"":1139,""cpts"":[{""qty"":100,""no"":""1261""}],""nursery"":""Rajpipla"",""quantity"":100,""price"":4,""name"":""Pterocarpus santalinus - રકતચંદન(15 x 25)""},{""cpts"":[{""qty"":100,""no"":""466""}],""id"":1019,""nursery"":""Rajpipla"",""price"":4,""name"":""Anacardium occidentale - કાજુ(15 x 25)"",""quantity"":100},{""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1410""}],""id"":1053,""name"":""Cordia dichotoma - ગુંદા(15 x 25)"",""price"":4,""quantity"":100},{""id"":1195,""cpts"":[{""qty"":100,""no"":""588""}],""nursery"":""Rajpipla"",""price"":4,""name"":""Wrightia arborea - દુધલો, કુડો(15 x 25)"",""quantity"":100}]",11000,Forest Department,https://drive.google.com/file/d/1-C4Txpfr-nUR1G9we5jWbNzH9FAFOZwa/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 15:51:13,BILL-150426-155112,RFO samajik vanikaran kapadvanj  sf nadiyad,"[{""name"":""Adansonia digitata - રૂખડો(15 x 25)"",""cpts"":[{""no"":""679"",""qty"":100}],""nursery"":""Rajpipla"",""price"":4,""id"":1007,""quantity"":100},{""name"":""Bauhinia malabarica - ચામોલી(15 x 25)"",""cpts"":[{""no"":""1056"",""qty"":100}],""nursery"":""Rajpipla"",""price"":4,""id"":1028,""quantity"":100},{""quantity"":100,""id"":1058,""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1358""}],""name"":""Crateva adansonii - વાયવરણો(15 x 25)"",""price"":4},{""name"":""Dalbergia lanceolaria - ડાંડોશી, તન્તોશી(15 x 25)"",""cpts"":[{""qty"":100,""no"":""2097""}],""nursery"":""Rajpipla"",""price"":4,""id"":1060,""quantity"":100},{""quantity"":100,""id"":1036,""nursery"":""Rajpipla"",""cpts"":[{""no"":""1529"",""qty"":100}],""name"":""Boswelia serrata - સલાઈ(15 x 25)"",""price"":4},{""id"":1061,""quantity"":100,""name"":""Dalbergia latifolia - સીસમ(15 x 25)"",""cpts"":[{""no"":""584"",""qty"":100}],""nursery"":""Rajpipla"",""price"":4},{""nursery"":""Rajpipla"",""name"":""Diospyros melanoxylon - ટીમરૂ(15 x 25)"",""cpts"":[{""no"":""1543"",""qty"":100}],""price"":4,""quantity"":100,""id"":1069},{""id"":1075,""quantity"":100,""cpts"":[{""qty"":100,""no"":""1360""}],""name"":""Drypetes roxburghii - પુત્રંજીવા(15 x 25)"",""nursery"":""Rajpipla"",""price"":4},{""id"":1098,""quantity"":100,""name"":""Heterophragma quadriculare - વરસ(15 x 25)"",""cpts"":[{""qty"":100,""no"":""1436""}],""nursery"":""Rajpipla"",""price"":4},{""nursery"":""Rajpipla"",""name"":""Kydia calycina - વારીંગ(15 x 25)"",""cpts"":[{""no"":""1331"",""qty"":100}],""price"":4,""quantity"":100,""id"":1105},{""quantity"":100,""id"":1013,""price"":4,""nursery"":""Rajpipla"",""name"":""Alangium salvifolium - આંકોલ(15 x 25)"",""cpts"":[{""no"":""1404"",""qty"":100}]},{""price"":4,""cpts"":[{""qty"":100,""no"":""22""}],""name"":""Manilkara hexandra - રાયણ(15 x 25)"",""nursery"":""Rajpipla"",""id"":1122,""quantity"":100},{""id"":1018,""quantity"":100,""price"":4,""name"":""Albizia procera - કિલાઈ(15 x 25)"",""cpts"":[{""qty"":100,""no"":""700""}],""nursery"":""Rajpipla""},{""nursery"":""Rajpipla"",""name"":""Dolichandron falcata - મેડસીંગ, મટરસીંગ(15 x 25)"",""cpts"":[{""no"":""1348"",""qty"":100}],""price"":4,""quantity"":100,""id"":1073},{""id"":1016,""quantity"":100,""cpts"":[{""no"":""883"",""qty"":100}],""name"":""Albizia odoratissima - સીરસ(15 x 25)"",""nursery"":""Rajpipla"",""price"":4},{""quantity"":100,""id"":1126,""price"":4,""nursery"":""Rajpipla"",""name"":""Miliusa tomentosa - ઉંભ(15 x 25)"",""cpts"":[{""no"":""1077"",""qty"":100}]},{""price"":4,""name"":""Oroxylum indicum - ટેટૂ(15 x 25)"",""cpts"":[{""no"":""417"",""qty"":100}],""nursery"":""Rajpipla"",""id"":1133,""quantity"":100},{""quantity"":100,""id"":1134,""nursery"":""Rajpipla"",""name"":""Petrocarpus marsupium - બીયો(15 x 25)"",""cpts"":[{""no"":""1502"",""qty"":100}],""price"":4},{""price"":4,""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1597""}],""name"":""Radermachera xylocarpa - ખડસીંગ(15 x 25)"",""quantity"":100,""id"":1140},{""price"":4,""cpts"":[{""qty"":50,""no"":""1312""}],""name"":""Erythrina indica - પોન્ગારો(15 x 25)"",""nursery"":""Rajpipla"",""id"":1082,""quantity"":50},{""cpts"":[{""no"":""463"",""qty"":100}],""name"":""Schleichera oleosa - કુસુમ(15 x 25)"",""nursery"":""Rajpipla"",""price"":4,""id"":1150,""quantity"":100},{""nursery"":""Rajpipla"",""cpts"":[{""qty"":100,""no"":""1613""}],""name"":""Semecarpus anacardium - ભિલામો(15 x 25)"",""price"":4,""quantity"":100,""id"":1154}]",8600,Forest Department,https://drive.google.com/file/d/1rEMPd9YxPqlVOro9VU1XXBRPs67mbudJ/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:02:35,BILL-150426-160234,Samajik vanikaran range rajpipla sf narmada,"[{""id"":1195,""price"":4,""quantity"":500,""nursery"":""Rajpipla"",""cpts"":[{""no"":""588"",""qty"":500}],""name"":""Wrightia arborea - દુધલો, કુડો(15 x 25)""},{""id"":1078,""price"":4,""quantity"":1000,""name"":""Emblica officinalis - આંબળા(15 x 25)"",""cpts"":[{""no"":""74"",""qty"":1000}],""nursery"":""Rajpipla""},{""price"":4,""id"":1174,""name"":""Syzigium cumini - જામ્બુ(15 x 25)"",""nursery"":""Rajpipla"",""cpts"":[{""no"":""33"",""qty"":1000},{""qty"":500,""no"":""34""}],""quantity"":1500},{""id"":1192,""price"":4,""quantity"":1000,""cpts"":[{""qty"":1000,""no"":""1612""}],""nursery"":""Rajpipla"",""name"":""Trewia polycarpa - પેટાર, મસાડી(15 x 25)""},{""quantity"":500,""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)"",""cpts"":[{""no"":""1241"",""qty"":500}],""nursery"":""Rajpipla"",""id"":1118,""price"":4},{""quantity"":200,""cpts"":[{""no"":""2101"",""qty"":200}],""nursery"":""Rajpipla"",""name"":""Ficus arnottiana - ખડકપાયર(15 x 25)"",""id"":1086,""price"":4},{""id"":1011,""price"":4,""quantity"":300,""name"":""Aglaia elaeagnoidea - પથ્થરદેવડી(15 x 25)"",""nursery"":""Rajpipla"",""cpts"":[{""qty"":300,""no"":""2103""}]},{""nursery"":""Rajpipla"",""cpts"":[{""qty"":1000,""no"":""1622""}],""name"":""Thespesia populnea - પારસ પીપળો(15 x 25)"",""quantity"":1000,""price"":4,""id"":1186}]",24000,Forest Department,https://drive.google.com/file/d/1PjcNnHKfPEwfZ6rZ4AyXKZT2KNq8TttD/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:07:59,BILL-150426-160758,samajik vanikaran range bharuch  sf vibhag bharuch,"[{""quantity"":1000,""name"":""Dalbergia latifolia - સીસમ(15 x 25)"",""nursery"":""Motiya"",""price"":4,""id"":1061,""cpts"":[{""qty"":1000,""no"":""542""}]},{""id"":1118,""cpts"":[{""qty"":1000,""no"":""707""}],""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)"",""nursery"":""Motiya"",""quantity"":1000,""price"":4},{""id"":1045,""cpts"":[{""no"":""776"",""qty"":1000}],""quantity"":1000,""nursery"":""Motiya"",""name"":""Careya arborea - કુંભ(15 x 25)"",""price"":4},{""cpts"":[{""no"":""688"",""qty"":1000}],""id"":1111,""price"":4,""nursery"":""Motiya"",""name"":""Limonia acidissima - કોઠી(15 x 25)"",""quantity"":1000}]",16000,Forest Department,https://drive.google.com/file/d/1ZygtF_jbpCjqRv3K7k8DPFQWsUBqzK2s/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:10:19,BILL-150426-161019,samajik vanikaran range bharuch sf vibhag bharuch,"[{""cpts"":[{""qty"":1000,""no"":""707""}],""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)"",""quantity"":1000,""nursery"":""Motiya"",""price"":4,""id"":1118},{""quantity"":1000,""nursery"":""Motiya"",""name"":""Dalbergia latifolia - સીસમ(15 x 25)"",""cpts"":[{""qty"":1000,""no"":""438""}],""id"":1061,""price"":4},{""quantity"":1000,""nursery"":""Motiya"",""name"":""Limonia acidissima - કોઠી(15 x 25)"",""cpts"":[{""no"":""688"",""qty"":1000}],""id"":1111,""price"":4}]",12000,Forest Department,https://drive.google.com/file/d/1vkwuVoHyFos69IH3GVaMSdgnZo1yY96-/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:14:53,BILL-150426-161452,samajik vanikaran range bharuch sf bharuch,"[{""cpts"":[{""no"":""529"",""qty"":2000},{""no"":""518"",""qty"":2000}],""price"":4,""nursery"":""Motiya"",""id"":1150,""name"":""Schleichera oleosa - કુસુમ(15 x 25)"",""quantity"":4000},{""nursery"":""Motiya"",""price"":4,""id"":1061,""quantity"":1000,""name"":""Dalbergia latifolia - સીસમ(15 x 25)"",""cpts"":[{""qty"":1000,""no"":""449""}]},{""price"":4,""nursery"":""Motiya"",""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)"",""quantity"":1500,""id"":1118,""cpts"":[{""qty"":1500,""no"":""707""}]},{""price"":4,""nursery"":""Motiya"",""name"":""Careya arborea - કુંભ(15 x 25)"",""quantity"":500,""id"":1045,""cpts"":[{""no"":""376"",""qty"":500}]}]",28000,Forest Department,https://drive.google.com/file/d/1dCFzL03dXG7Tz1aW971tS4-ZjrxCa5Tf/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:21:12,BILL-150426-162111,samajik vanikaran range bharuch sf bharuch,"[{""price"":4,""name"":""Terminalia tomentosa - સાદડ(15 x 25)"",""cpts"":[{""no"":""690"",""qty"":2000}],""id"":1185,""nursery"":""Motiya"",""quantity"":2000},{""cpts"":[{""qty"":1000,""no"":""590""}],""name"":""Holoptelea integrifolia - કણજી/પાપડો/કણઝો(15 x 25)"",""price"":4,""quantity"":1000,""nursery"":""Motiya"",""id"":1101},{""cpts"":[{""no"":""97"",""qty"":1000}],""name"":""Sterculia urens - કડાયો(15 x 25)"",""price"":4,""quantity"":1000,""nursery"":""Motiya"",""id"":1166},{""name"":""Sterculia colorata - કોદારો(15 x 25)"",""price"":4,""cpts"":[{""qty"":1000,""no"":""1286""}],""id"":1161,""nursery"":""Motiya"",""quantity"":1000},{""price"":4,""name"":""Terminalia bellarica - બહેડા(15 x 25)"",""cpts"":[{""no"":""31"",""qty"":2000}],""id"":1182,""quantity"":2000,""nursery"":""Motiya""},{""name"":""Terminalia chebula - હરડે(15 x 25)"",""price"":4,""cpts"":[{""no"":""1361"",""qty"":1000}],""id"":1184,""quantity"":1000,""nursery"":""Motiya""}]",32000,Forest Department,https://drive.google.com/file/d/1H4_RQ46-VReXIcKf1WmIAWGIXz73fTo9/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:29:44,BILL-150426-162944,samajik vanikaran vagra range s.f bharuch,"[{""cpts"":[{""qty"":1000,""no"":""335""}],""nursery"":""Motiya"",""name"":""Careya arborea - કુંભ(15 x 25)"",""price"":4,""id"":1045,""quantity"":1000},{""quantity"":1000,""price"":4,""id"":1118,""cpts"":[{""qty"":1000,""no"":""707""}],""nursery"":""Motiya"",""name"":""Mallotus phillipinensis - કંપીલો(15 x 25)""},{""price"":4,""id"":1184,""quantity"":1000,""nursery"":""Motiya"",""cpts"":[{""qty"":1000,""no"":""1361""}],""name"":""Terminalia chebula - હરડે(15 x 25)""},{""cpts"":[{""no"":""873"",""qty"":1000}],""nursery"":""Motiya"",""name"":""Carissa carandas - કરમદા(15 x 25)"",""quantity"":1000,""price"":4,""id"":1047},{""quantity"":1000,""price"":4,""id"":1129,""cpts"":[{""no"":""302"",""qty"":1000}],""nursery"":""Motiya"",""name"":""Mitragyna parvifolia - કલમ(15 x 25)""},{""price"":4,""id"":1161,""quantity"":500,""cpts"":[{""qty"":500,""no"":""1286""}],""nursery"":""Motiya"",""name"":""Sterculia colorata - કોદારો(15 x 25)""},{""name"":""Heterophragma quadriculare - વરસ(15 x 25)"",""nursery"":""Motiya"",""cpts"":[{""qty"":1000,""no"":""433""}],""id"":1098,""price"":4,""quantity"":1000},{""quantity"":500,""id"":1150,""price"":4,""name"":""Schleichera oleosa - કુસુમ(15 x 25)"",""cpts"":[{""no"":""518"",""qty"":500}],""nursery"":""Motiya""}]",28000,Forest Department,https://drive.google.com/file/d/17fG15sIs5QkBrJ54WOThv7n_J3xqi-R9/view?usp=drivesdk,View Bill,rfo-rajpipla
4/15/2026 16:50:56,BILL-150426-165055,samajik vanikaran range thashara SF vibhag nadiyad,"[{""nursery"":""Motiya"",""price"":4,""id"":1016,""cpts"":[{""qty"":200,""no"":""853""}],""name"":""Albizia odoratissima - સીરસ(15 x 25)"",""quantity"":200},{""nursery"":""Motiya"",""name"":""Dalbergia latifolia - સીસમ(15 x 25)"",""quantity"":400,""id"":1061,""cpts"":[{""qty"":400,""no"":""449""}],""price"":4},{""nursery"":""Motiya"",""quantity"":50,""name"":""Desmodium oojeinensis - તણછ(15 x 25)"",""id"":1063,""cpts"":[{""qty"":50,""no"":""449""}],""price"":4},{""cpts"":[{""no"":""1491"",""qty"":25}],""id"":1065,""quantity"":25,""name"":""Dillenia pentagyna - કરમલ(15 x 25)"",""price"":4,""nursery"":""Motiya""},{""quantity"":400,""name"":""Bixa orellana - સીંદુર(15 x 25)"",""id"":1032,""cpts"":[{""no"":""0"",""qty"":400}],""price"":4,""nursery"":""Motiya""},{""cpts"":[{""qty"":250,""no"":""492""}],""id"":1093,""quantity"":250,""name"":""Gmelina arborea - સેવન(15 x 25)"",""price"":4,""nursery"":""Motiya""},{""nursery"":""Motiya"",""price"":4,""quantity"":100,""name"":""Terminalia chebula - હરડે(15 x 25)"",""id"":1184,""cpts"":[{""qty"":100,""no"":""467""}]},{""nursery"":""Motiya"",""id"":1150,""cpts"":[{""no"":""518"",""qty"":100}],""quantity"":100,""name"":""Schleichera oleosa - કુસુમ(15 x 25)"",""price"":4},{""price"":4,""name"":""Bauhinia purpurea - કંચનાર(15 x 25)"",""quantity"":300,""cpts"":[{""qty"":300,""no"":""431""}],""id"":1030,""nursery"":""Motiya""},{""price"":4,""quantity"":100,""name"":""Oroxylum indicum - ટેટૂ(15 x 25)"",""id"":1133,""cpts"":[{""no"":""680"",""qty"":100}],""nursery"":""Motiya""},{""price"":4,""cpts"":[{""qty"":200,""no"":""38""}],""id"":1147,""name"":""Sapindus trifoliatus - અરીઠા(15 x 25)"",""quantity"":200,""nursery"":""Motiya""},{""cpts"":[{""qty"":400,""no"":""302""}],""id"":1129,""quantity"":400,""name"":""Mitragyna parvifolia - કલમ(15 x 25)"",""price"":4,""nursery"":""Motiya""},{""quantity"":300,""name"":""Albizia procera - કિલાઈ(15 x 25)"",""id"":1018,""cpts"":[{""no"":""651"",""qty"":300}],""price"":4,""nursery"":""Motiya""},{""nursery"":""Motiya"",""quantity"":165,""name"":""Cordia dichotoma - ગુંદા(15 x 25)"",""id"":1053,""cpts"":[{""no"":""165"",""qty"":165}],""price"":4},{""price"":4,""cpts"":[{""qty"":75,""no"":""212""}],""id"":1038,""name"":""Bridelia retusa - આસન(15 x 25)"",""quantity"":75,""nursery"":""Motiya""},{""nursery"":""Motiya"",""price"":4,""name"":""Terminalia tomentosa - સાદડ(15 x 25)"",""quantity"":950,""cpts"":[{""qty"":950,""no"":""691""}],""id"":1185},{""nursery"":""Motiya"",""price"":4,""id"":1019,""cpts"":[{""no"":""705"",""qty"":400}],""quantity"":400,""name"":""Anacardium occidentale - કાજુ(15 x 25)""},{""price"":4,""name"":""Pongamia pinnata - કરંજ(15 x 25)"",""quantity"":400,""id"":1137,""cpts"":[{""no"":""178"",""qty"":400}],""nursery"":""Motiya""},{""nursery"":""Motiya"",""price"":4,""id"":1098,""cpts"":[{""no"":""433"",""qty"":100}],""quantity"":100,""name"":""Heterophragma quadriculare - વરસ(15 x 25)""},{""id"":1182,""cpts"":[{""no"":""31"",""qty"":50}],""quantity"":50,""name"":""Terminalia bellarica - બહેડા(15 x 25)"",""price"":4,""nursery"":""Motiya""}]",19860,Forest Department,https://drive.google.com/file/d/1xMc3P5dOjy7enTrhue6qEj_X6NvHLpmM/view?usp=drivesdk,View Bill,rfo-rajpipla
